File ID,File Name,Run Metadata ID,Protocol,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"0a76d51b-805a-4c6c-9ef4-6094a3f6edcf","PTRC_exp10_Plex_05_P_f09.raw","PTRC_exp10_Plex_05_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","572641828","e3e733befd25da7513a21ea0045312f3","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_05_P_f09.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=SeFwGqC1u2msNFdu0eLJeNsqGrh-m9wtboHnAt3n-lJqH-B4wrYJ9A1w0zyk8TvEunif9xEg0eTBd1K327FhrHHF5mgC4jqMovPchPvNGbloO3sLqN1lwsIjyXeEWF6uCcTkajkY4iinAR9XLaW9oJ80FXEtTgfszQ3w28k616wLYNQ~CoenOxom7dZrp1gJiQjwKjkUYpdgn2~KVUuSQu7d2BZ6G0ZSIR1K5WlivGEWWtzwNj-alSrW0ZTNPbNftfgXdjF0TUF0vrgP3aErwndFpvWKlwJR7VJiOz0nhZfs5kbg1czge0e6Cj~BBf8rQND715u5zAc-gQAEasvqzw__"
"0ae5bca9-dba3-4c13-821f-19d0008a2f1f","PTRC_exp10_Plex_21_P_f05.raw","PTRC_exp10_Plex_21_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","953836196","e32d4aebaffc1783f22bbf2c392c0a68","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_21_P_f05.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PD3pRJX~p7w907VI4haIYIBZ1jbiQCXTkop31ivvG7LbgezzRedEmNA2b0N0LEIVCNhkHVdQbV0LEtDWoZrlNpW46Fv8h7HfBFuNjk8Wy0pyCaGcw8B7xavzRU1uHfnKQqAl-lEi~EmGfd--RSl3PprzjGU~HszJN-B8Dyys1UNalxI1wBM0r51-A7UtWYI6Y-~sJ39Ddkn9FQDPm03toBvjlIDoeGmWPMPnUL-HnDnEFbB6EmmeGasT49jqwEvLrwEm8hkfETPP8XnnQOSHdAdFMaZIC9HJOa5GM7I3ag12krd8-7jlTmPdcaYkUmVrAJPPeH02qBsnir1rCfxQ7w__"
"0d28f464-ed2d-4fdd-8091-6f145dbd247e","PTRC_exp10_Plex_11_P_f04.raw","PTRC_exp10_Plex_11_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","875256164","0521bfe0bd24751910766cdfc81142e2","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_11_P_f04.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=acXoKZwWJ795G~hx0ljZ24MdT7BCYA3-PPtMSPF3oL4AGTU4y2LAvoPbKSPp563R1WBexTtKRKEENUOYS39BVtRBdzH2dzOcGnYMy3lcvNkQJ3vq9Hc8WDwr5eWSb4ohqnn3T3bZJS-~DBA6j~CuJWFRMDBuDJralRQnZ1gp~2gGhjpD3dZvKIA5Kpk~~v7OOcq2tJfgoitXtDM8X0OTxTw3CSIEmRwfUbu3CBeGB8gXBD2J15C~UWJR-QnqHFJgKkg1Dla~jRdEfh3znTx4CHHzAieKq-nirKk0BRcidM0NIpEU2WBJgAWtL6beAABihlLH0797vrypeGSCFPMXgQ__"
"0e125d4b-8633-4900-922b-76565fc1e988","PTRC_exp10_Plex_16_P_f05.raw","PTRC_exp10_Plex_16_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","814519004","8ddff8190a0f327ad89827a8946422f9","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_16_P_f05.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XcJifwUSY7klGGvVInCxR8XvoLQp6Ko791hFqum7QUu4tcEgeGClyfGTNUHsOBGsxehvM8Jbu-SSbcYAR9Sboy3pfKwN3iNMo2Jrtjar2W5HW8nbUJyEj6UXr9hGnDHfGXV5BDB4Ng8IyIApiK09v2FMB-5kH5ORtW-qbQvPSxePk~84j~yfS5cndzGPkhc6JVGnWPtjZp3QSzQGMeqmkkxCrU5LPK9qxzMBQfXLJZjSda2jnR72NpvvfgrJAswlPDtgmnMkM11EC6pAOAKVv9tYwpMzlcQaoMPWzMcE0EBoV-Tp8avEhdtWWFH-JTH9AaqRDVPyo-WchIo7FQn7zw__"
"0ee67459-ef1f-436d-9ed5-12ba2ad07b2f","PTRC_exp10_Plex_11_P_f03.raw","PTRC_exp10_Plex_11_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","880610950","ac05314c38ae0bf922873898082c0553","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_11_P_f03.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=A4nHAly6BBBHTi-8VKH9ESui3~FsBQvuMN7NgWnf6betWM00WJFHiLYFBk4TZ5ZvYSY5SPFQgmuSdfJxsBJSFg5TS42r7ua5TmJDPvQqRAwm4pg7RjziDdSyiKKpRpBUOQO0FMFtfT5gyXPcWram3UGsZIHqr7CWEimMTqJIuyzYeYi~rog1WzZ0Xjvx-r3A9~PcTpDT73t31uYJNhtYWvvGIQ6Cb-H3l2ePN4yFoV00UjMclMAdL~AxDQKcDqee6IXVt6XjeUKdTiUxe4Bq~JXWNH1eRs9zzYT2HlGOApS5ajDVG9a0PXe3t7eIclGVH1b~B4bEuIc9xSg4cI--kQ__"
"0f71c2a3-903d-40f5-96cf-928742cd0cd4","PTRC_exp10_Plex_13_P_f12.raw","PTRC_exp10_Plex_13_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","755663444","e4fc2834d14fee2a09021fff2b95ad89","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_13_P_f12.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=FT7ftbwU3FNqC1qwqFtHqNTvhWOypX~IKthah6~EGj-FDvciXKgEZ1qhfFg3iUyDyh6ICTlM~mL4Wk1BzOj4ql4qlgczONfkjAqeEcAXZgqKgNxydV7uNRYcqbfKm3WrzAq1y5uwbl~LKZESjCb~ETiOTS5bM0XrBJ6wwwbf6lGQiYPeehAF35Im~khRty7NfQfRrnwsgjdvMGC9TdzXhe0XIRMJyMoiXDNSl9adbihymdMEdhMnBDJCqseHTpJRHBwnSOhuYh8rKZnrxxZtUZSQLe5~6UExPHlBHvKfjygvW35l3baYDGCqDJjJyoBFl0aF1t-dmJctD3UQL5pOiA__"
"10895202-5049-41e0-86ba-d359faaeab9e","PTRC_exp10_Plex_09_P_f04.raw","PTRC_exp10_Plex_09_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","848003558","ebc720819999b85fc4fe584ae213602a","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_09_P_f04.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=fTJmyVYAQjuHDVN2jv47tmLsFqaEcJ5ZrJ5Im8MfU7f~fYSrCxwiQWRZ7OaOeK05ZthSupQHajax5fBH2lTfZCdGBoCA5bXGKzzwbujkYZfkdU4qkW-ebSSuNf8PVlX1-LeYDWfgrhPWM4Ksz0Ut9hNR~4y3F9WAxy802Rx4vgcij-eOl9hRhhnznadPCsNkti4GMnqV~AXywxcQoEnR~2dnrTwTy98XNdODR~j8d8ph40U~JtGEIzwQIgE1w4vRco3Ol~7g7wlF8d~Cn-96DQzdMOPiwhosMeKFnj5wVPqmcJG8l05J62lDCSzmMY~x18vWbd1XyvqFmKTMe6w37w__"
"11735e13-b9b3-4752-8e13-f6f2c35292c7","PTRC_exp10_Plex_14_P_f10.raw","PTRC_exp10_Plex_14_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","785175888","58fce5bd9e7c418fcfc1202ff172ca72","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_14_P_f10.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=e~Ty8A3R4db50r~K5~obnSGIjRJyAB9T2BpNoItb39-REZ0xa3OdohcvVW8nH~xWJa-pNxscQn49D0Imr7t3FD-d0NXFUkUm2hanrci3Mjv1X9F3oQTTmHz7tnCQFl4vCiqxnGGCxlzRO0BMX-BUSvXXC5DKevnjVgQx2bNuP8aWmJoJtQeP0a1gRiYvXaxKvf1wsuC2ZqqdVnMe4x0vyPefBTDJu2S~RnnFKcKUlYXpS8RcTmqQIRF518pZ8~WOnFpk-Pn4P1sYcMJ4kqWPpmwEf9ccGdDdgHgkKjn-iABm5CAExxT4k3~ugk~cdcLsWdllrEW7Vbauh8CiPiqtqw__"
"11cfb1f0-bff6-4dc7-a9e9-2f97dabadb99","PTRC_exp10_Plex_14_P_f12.raw","PTRC_exp10_Plex_14_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","724135808","33f813b9c9847bb40d2ec3cdc9aa5a08","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_14_P_f12.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YD2CzO8OvrB2RBPJvZdKHGolF2SL8F8sI2VDdxkUoytxjdNL6FznLHNVWTqs~698XRLUxyfnPFavoZ0RL40MQklFxk6QZ5ZWE2wDNXetY6n5H5ab6VppdyclNqf2XpobclXTcmUPW2cYiy4~siKbAfWujvOU14TZYxl6CQ~HpuQ-qGCbZ9GW8hF~ivUavymHBSb-OIm6lvdhVTwnI1XoYlEEksT5YnlL26yfEGCMDTvt3RgoxEmUMP3XujdidPEeruGAu3Z6NgmFU3qYFflelSdiYWvRG5YLyxne8evw5YfKm9Q4KZioaoRXNfihO6t2woGzWra4RTR-TmRzML1Www__"
"12dbbae6-afa4-49d7-80ca-df03a60c2f58","PTRC_exp10_Plex_01_P_f02.raw","PTRC_exp10_Plex_01_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","620104158","40a431fcbeea152a8bf63cd08c9ae9e3","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_01_P_f02.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PCTdd9SOUHWcds~xgFQFQB~7RHYbqwVqSds0dM-sJSQxsCt-WhhjEjzuiLsu0OgaVUEDgj3TIbTTYc4dDRs0nYimcWNq69~xleGmrWVz6ID5xHQf6gIG2E1FjODYNJORBp1cEvA2Plm3pjRrKUAf9KavP6gmLEUnJYNoWG3wAC~FPlp3gJ51L46T07DcdVFpRFCUTYO-CQ~BY~7ksgwM256uRRUpMOFSuWnI~4TiUrQHDRbF4cs09PAVsohDUI8h1~AoaH6JsUD6GegVAtHTh9AeYQefuE-GbCREM0EqrLSGJoSA6dQ94oVIbutlR5ApFosZj9mqfZYRLGivcAY6qQ__"
"131066a8-0744-4fd3-889f-99886a586d61","PTRC_exp10_Plex_07_P_f07.raw","PTRC_exp10_Plex_07_P","Beat AML Baseline Clinical - Phosphoproteome","Beat AML Baseline Clinical - Phosphoproteome","PDC000478","1","6a52970d-b69d-43ab-b88b-1c21eaacd41c","Proteogenomic Translational Research Centers (PTRC)","Raw Mass Spectra","Proprietary","Open","567609630","6a3f6e7cfa4edabbb79e486f9f16adb3","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/148/197/PTRC_exp10_Plex_07_P_f07.raw?Expires=1733933613&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Vk573rmKUcFiZeANF-duD~eSzVaH1Xm9WAmNhILYeqK7WydSjCcAuMYofaeGAnPnw1fXI-n7Z45cJMonti7s8QegQzRl962q18O7uBt7in8af9HbwH1S4QmZtH5dJ96avRn6EDzKij2nKRpr7V7V9klAedOuB~C28JHkNK6woDgde72K-b0LnCySEP6qSo5BnBRn7iXJths2oSNW9Wx4fBBqJb~3QXvPz-RDJFlgIawDpuZkD2MTtrPrJ4TMPbkVV8I6e27Hp1wMoDk677uy0rlM080yXTa3V1fUQMwY3Uok2R1Jx80jgWUrPWGpgSsAVzMTA8bxm4FkbWw~F5QHag__"
